hfpxzc href,qBF1Pd,MW4etd,UY7F9,W4Efsd,W4Efsd (3),W4Efsd (4),W4Efsd (5),FQ2IWe src,ah5Ghc,M4A5Cf,ah5Ghc (2),M4A5Cf (2),ah5Ghc (3),A1zNzb href,J8zHNe,bbPy1,AJB7ye,AJB7ye (2),doJOZc,Jn12ke src,A1zNzb href (2),J8zHNe (2),bbPy1 (2),eXlrNe,W4Efsd (6)
https://www.google.com/maps/place/%E9%8A%80%E5%BA%A7%E6%97%A5%E6%9C%AC%E6%96%99%E7%90%86/data=!4m7!3m6!1s0x3442ae9ae0bdf82d:0xa8191f0853e1d9f3!8m2!3d25.1077333!4d121.5280683!16s%2Fg%2F1thcq0_p!19sChIJLfi94JquQjQR89nhUwgfGag?authuser=0&hl=zh-TW&rclk=1,銀座日本料理,4.4,"(1,504)",日本菜,·,營業中,· 打烊時間：14:00 · 恢復營業時間：17:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxR471rA5k1MhNSfnTbpSZtkgs40vlF74yNiVb1atZh_kBlcNfe1rm-UluQ_gMZt1PHPnXQhqN4hWWwPgHdVClbZGVNBgJpbeVrwE1_apLDGET25uh0ABuwPXU_wzBB8uPweOUqxQ=w122-h92-k-no,內用,·,外帶,·,無外送服務,,,,·,$$,,,,,,,
https://www.google.com/maps/place/%E5%88%9D%E9%AD%9A+%E9%AE%A8+-%E6%96%B0%E5%85%89%E4%B8%89%E8%B6%8A%E5%A4%A9%E6%AF%8D%E5%BA%97/data=!4m7!3m6!1s0x3442af2ad449ac07:0x3966e33a3dfa2399!8m2!3d25.1179458!4d121.5339642!16s%2Fg%2F11vhtq85zr!19sChIJB6xJ1CqvQjQRmSP6PTrjZjk?authuser=0&hl=zh-TW&rclk=1,初魚 鮨 -新光三越天母店,4.7,(88),日本菜,·,營業中,· 打烊時間：14:00 · 恢復營業時間：17:30,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyp2SfBukRvayafgSvTefphmb1iHVL8gcH7OZbFFfwN6Y_XTEk3zJ9tZiCL28uRDabE-8nKdrKYHEktB1v819_krQeEMOtX6dAmG18rBEH3xAG_ZPDQLJFssSYInCpQfTL5phICHg=w163-h92-k-no,內用,,,,,,,,·,"超過 $2,000",,,,,,,
https://www.google.com/maps/place/%E5%B0%8B%E5%81%B5%E6%89%8B%E4%BD%9C%E6%97%A5%E6%9C%AC%E6%96%99%E7%90%86/data=!4m7!3m6!1s0x3442ae80bf631451:0x4ba9cef332784077!8m2!3d25.1186945!4d121.5219627!16s%2Fg%2F11c514lr3q!19sChIJURRjv4CuQjQRd0B4MvPOqUs?authuser=0&hl=zh-TW&rclk=1,尋偵手作日本料理,4.5,(444),日本菜,·,營業中,· 打烊時間：13:30 · 恢復營業時間：17:30,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwYlpz5zswZl8nOefAluFQHIpp5CBb6qZW70DZMVT6jvuLO16OwftFO_o56L5SYROSvkpaTDYPvYYW1B5HXe3pF6vuQzjgJZ_g2d6VmkKCgM9LIYNRwsYfW7a1_WQrI6p2wflW6=w163-h92-k-no,主打餐飲品項：,,生魚片,,,,,,·,$400-600,,https://www.gstatic.com/local/justifications/menu_highlight_24pd_G650.png,,,,,
https://www.google.com/maps/place/%E7%B4%85%E8%B1%86%E9%A3%9F%E5%BA%9C+SOGO%E5%A4%A9%E6%AF%8D%E5%BA%97/data=!4m7!3m6!1s0x3442ae974caa2def:0xa0b426a5c5f02d3a!8m2!3d25.105306!4d121.5245943!16s%2Fg%2F1tks40kr!19sChIJ7y2qTJeuQjQROi3wxaUmtKA?authuser=0&hl=zh-TW&rclk=1,紅豆食府 SOGO天母店,4.5,"(1,561)",上海料理,·,營業中,· 打烊時間：14:30 · 恢復營業時間：17:00,https://lh3.googleusercontent.com/p/AF1QipMoPJmS03aH8hIYxD6WGDd6mKpDgxZzWhkHwDXh=w138-h92-k-no,內用,·,外帶,·,外送,https://www.google.com/viewer/chooseprovider?mid=/g/1tks40kr&g2lbs=AO8LyOLyYd88iL1a86wCj9d4t6nfdlAkeRZQFeDdTerCFffodOWdRXzyiT5ozW9dlKSgJmZwLaazRQAcfErsYgiCbPLfLRKjC94KJlPsVPwYEGjWoeknmif_aPdAuQS5MG1iFi7LncZm&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=5CVGaYHCEemqvr0P8Iiz2QM&ei=5CVGaYHCEemqvr0P8Iiz2QM&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp,"
線上點餐",,·,$$$,,,https://www.google.com/maps/reserve/v/dine/c/AUv7m_QaUQI?source=pa&opi=79508299&hl=zh-TW&gei=5CVGaYHCEemqvr0P8Iiz2QM&sourceurl=https://www.google.com/search?tbm%3Dmap%26authuser%3D0%26hl%3Dzh-TW%26gl%3Dtw%26q%3D%25E5%25A4%25A9%25E6%25AF%258D%25E7%2594%259F%25E9%25AD%259A%25E7%2589%2587%26pb%3D!1z5aSp5q-N55Sf6a2a54mH!4m12!1m3!1d14451.227162412208!2d121.52364895!3d25.108397250000003!2m3!1f0.0!2f0.0!3f0.0!3m2!1i1024!2i768!4f13.1!7i20!10b1!12m50!1m5!18b1!30b1!31m1!1b1!34e1!2m4!5m1!6e2!20e3!39b1!6m22!49b1!63m0!66b1!74i150000!85b1!91b1!114b1!149b1!206b1!212b1!213b1!223b1!227b1!232b1!233b1!234b1!244b1!246b1!250b1!253b1!258b1!263b1!10b1!12b1!13b1!14b1!16b1!17m1!3e1!20m4!5e2!6b1!8b1!14b1!46m1!1b0!96b1!99b1!17b1!19m4!2m3!1i360!2i120!4i8!20m57!2m2!1i203!2i100!3m2!2i4!5b1!6m6!1m2!1i86!2i86!1m2!1i408!2i240!7m33!1m3!1e1!2b0!3e3!1m3!1e2!2b1!3e2!1m3!1e2!2b0!3e3!1m3!1e8!2b0!3e3!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e10!2b0!3e4!1m3!1e9!2b1!3e2!2b1!9b0!15m8!1m7!1m2!1m1!1e2!2m2!1i195!2i195!3i20!22m5!1s4yVGabrOMIH41e8PpvuY4Q0!7e81!14m1!3s4yVGabrOMIH41e8PpvuY4Q0!15i9937!24m107!1m28!13m9!2b1!3b1!4b1!6i1!8b1!9b1!14b1!20b1!25b1!18m17!3b1!4b1!5b1!6b1!13b1!14b1!17b1!21b1!22b1!27m1!1b0!28b0!32b1!33m1!1b1!34b1!36e2!10m1!8e3!11m1!3e1!14m1!3b0!17b1!20m2!1e3!1e6!24b1!25b1!26b1!27b1!29b1!30m1!2b1!36b1!37b1!39m3!2m2!2i1!3i1!43b1!52b1!54m1!1b1!55b1!56m1!1b1!61m2!1m1!1e1!65m5!3m4!1m3!1m2!1i224!2i298!72m22!1m8!2b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!4b1!8m10!1m6!4m1!1e1!4m1!1e3!4m1!1e4!3sother_user_google_review_posts__and__hotel_and_vr_partner_review_posts!6m1!1e1!9b1!89b1!98m3!1b1!2b1!3b1!103b1!113b1!114m3!1b1!2m1!1b1!117b1!122m1!1b1!126b1!127b1!26m4!2m3!1i80!2i92!4i8!30m28!1m6!1m2!1i0!2i0!2m2!1i530!2i768!1m6!1m2!1i974!2i0!2m2!1i1024!2i768!1m6!1m2!1i0!2i0!2m2!1i1024!2i20!1m6!1m2!1i0!2i748!2m2!1i1024!2i768!34m19!2b1!3b1!4b1!6b1!8m6!1b1!3b1!4b1!5b1!6b1!7b1!9b1!12b1!14b1!20b1!23b1!25b1!26b1!31b1!37m1!1e81!42b1!49m10!3b1!6m2!1b1!2b1!7m2!1e3!2b1!8b1!9b1!10e2!50m3!2e2!3m1!3b1!61b1!67m5!7b1!10b1!14b1!15m1!1b0!69i761,"
訂位",,,
https://www.google.com/maps/place/%E6%B5%B7%E7%9B%8A%E8%A1%8C+%E7%94%9F%E9%AD%9A%E7%89%87%E5%B0%88%E8%B3%A3%E5%BA%97/data=!4m7!3m6!1s0x3442ae97746f4215:0x2522c30d00733f45!8m2!3d25.1023505!4d121.5243971!16s%2Fg%2F1tg5rrv1!19sChIJFUJvdJeuQjQRRT9zAA3DIiU?authuser=0&hl=zh-TW&rclk=1,海益行 生魚片專賣店,4.2,(232),日本菜,·,已打烊,⋅ 開始營業時間：17:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxEh_asnOJPTpy4UV1BazFNsswY-J15RP67MYEEu5j-smgxa6aiG-SX9Rb3U7r9oz5Vb-IRaiEZ7JYyvn85YZoGZjeVhxDhndTOl6vPZ0BPeBKQYHZYeSwiCfxDrcrDnOgHx_Gu=w122-h92-k-no,內用,·,外帶,·,外送,https://www.google.com/viewer/chooseprovider?mid=/g/1tg5rrv1&g2lbs=AO8LyOJWxxgDQaAbpCaqM5KRSv-YuKDvppXEJPq2A3gux4gGr5mfzu1WrSKZmv_Q01NQgksLq4SJQ2kvl24HCmXJRc2K5kejK_LOffitckvHeQtw78jF4c64WkhVz13PZ1w2sEZz_9Zb&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=5CVGaYHCEemqvr0P8Iiz2QM&ei=5CVGaYHCEemqvr0P8Iiz2QM&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp,"
線上點餐",,·,$200-400,,,,,,,
https://www.google.com/maps/place/%E7%94%B0%E4%B8%AD%E6%B8%85%E4%B8%80%E5%96%B0%E9%81%93%E6%A8%82%E6%9C%AC%E6%A0%BC%E5%92%8C%E9%A3%9F/data=!4m7!3m6!1s0x3442ae96ed2c98dd:0x823aa14786916422!8m2!3d25.1036512!4d121.5213129!16s%2Fg%2F11bycf9cdy!19sChIJ3Zgs7ZauQjQRImSRhkehOoI?authuser=0&hl=zh-TW&rclk=1,田中清一喰道樂本格和食,4.3,(335),正宗日式料理,·,營業中,· 打烊時間：14:00 · 恢復營業時間：17:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzGya_VxHDS6Zn0NwKt2A8fYGLbD3HplBLNdfTVlE39ROefnPnrXFUWzgUdyGFSTlgg9dhaNbIGDKOmQt_cQmn1ALjYuHbjGgzGik6KR0hxph9qUFgCHxwvvpQDu6jWfPM_CZ4L=w122-h92-k-no,主打餐飲品項：,,生魚片,,,,,,·,$$,,https://www.gstatic.com/local/justifications/menu_highlight_24pd_G650.png,,,,,
https://www.google.com/maps/place/%E6%97%AD%E9%9B%86+%E5%92%8C%E9%A3%9F%E9%9B%86%E9%8C%A6+%E5%A4%A9%E6%AF%8D%E5%BA%97/data=!4m7!3m6!1s0x3442af00614b0163:0xaa684caf6f221d3c!8m2!3d25.111857!4d121.531367!16s%2Fg%2F11kj3qzqr0!19sChIJYwFLYQCvQjQRPB0ib69MaKo?authuser=0&hl=zh-TW&rclk=1,旭集 和食集錦 天母店,4.3,"(2,657)",日本菜,·,營業中,· 打烊時間：14:00 · 恢復營業時間：14:30,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyKBzGKpoFZQpfnW-Pqufu6o-p3ZtxBcLJfAP_9_pf7sbwAnKfdb_WlTMGawLOMGyCp6f1Bi1Ncj8g6Za3NbX2SoVLfDk4b75Vvjg-wkyyNQmDxZDQgMTND96b3WF71pAKXbOj0rrEPpyfW=w125-h92-k-no,內用,·,外送,,,,,,,,,,,,,,
https://www.google.com/maps/place/%E4%B8%80%E6%9C%AC%E9%B0%BB/data=!4m7!3m6!1s0x3442af0075d9aeb5:0xf3a28e3f09d23a2f!8m2!3d25.105306!4d121.5245943!16s%2Fg%2F11wfs3r4_3!19sChIJta7ZdQCvQjQRLzrSCT-OovM?authuser=0&hl=zh-TW&rclk=1,一本鰻,4.7,(21),日本菜,中山北路六段77號8樓,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwTB3vcVe3vlVChoZohNIC51obP773WGZs3PzXF6ftt0GMUsiWNTmORN9WsZoImEisgI7JvwdNMPtewVhWdC0Xua8iA0ChxZ_8FCDOc1tqYrQKG8LcX9DDhUKGJ5pTYdiBmAKETs4GFbc3H=w80-h106-k-no,主打餐飲品項：,,生魚片,,,,,,,,,https://www.gstatic.com/local/justifications/menu_highlight_24pd_G650.png,,,,,
https://www.google.com/maps/place/%E6%BC%A2%E4%BE%86%E6%B5%B7%E6%B8%AF+%E5%8F%B0%E5%8C%97%E5%A4%A9%E6%AF%8DSOGO%E5%BA%97/data=!4m7!3m6!1s0x3442ae90b4635c4d:0x64fd63adf8787122!8m2!3d25.1046655!4d121.5245169!16s%2Fg%2F11csrgnpnv!19sChIJTVxjtJCuQjQRInF4-K1j_WQ?authuser=0&hl=zh-TW&rclk=1,漢來海港 台北天母SOGO店,4.3,"(9,723)",自助餐,·,營業中,· 打烊時間：14:00 · 恢復營業時間：14:30,https://lh3.googleusercontent.com/p/AF1QipPPsY4SgDsFKRujwZdovZU-boWskLGSCaQPCDe6=w191-h92-k-no,內用,·,外帶,·,無外送服務,https://www.google.com/maps/reserve/v/dine/c/JE-97tuByPY?source=pa&opi=79508299&hl=zh-TW&gei=5CVGaYHCEemqvr0P8Iiz2QM&sourceurl=https://www.google.com/search?tbm%3Dmap%26authuser%3D0%26hl%3Dzh-TW%26gl%3Dtw%26q%3D%25E5%25A4%25A9%25E6%25AF%258D%25E7%2594%259F%25E9%25AD%259A%25E7%2589%2587%26pb%3D!1z5aSp5q-N55Sf6a2a54mH!4m12!1m3!1d14451.227162412208!2d121.52364895!3d25.108397250000003!2m3!1f0.0!2f0.0!3f0.0!3m2!1i1024!2i768!4f13.1!7i20!10b1!12m50!1m5!18b1!30b1!31m1!1b1!34e1!2m4!5m1!6e2!20e3!39b1!6m22!49b1!63m0!66b1!74i150000!85b1!91b1!114b1!149b1!206b1!212b1!213b1!223b1!227b1!232b1!233b1!234b1!244b1!246b1!250b1!253b1!258b1!263b1!10b1!12b1!13b1!14b1!16b1!17m1!3e1!20m4!5e2!6b1!8b1!14b1!46m1!1b0!96b1!99b1!17b1!19m4!2m3!1i360!2i120!4i8!20m57!2m2!1i203!2i100!3m2!2i4!5b1!6m6!1m2!1i86!2i86!1m2!1i408!2i240!7m33!1m3!1e1!2b0!3e3!1m3!1e2!2b1!3e2!1m3!1e2!2b0!3e3!1m3!1e8!2b0!3e3!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e10!2b0!3e4!1m3!1e9!2b1!3e2!2b1!9b0!15m8!1m7!1m2!1m1!1e2!2m2!1i195!2i195!3i20!22m5!1s4yVGabrOMIH41e8PpvuY4Q0!7e81!14m1!3s4yVGabrOMIH41e8PpvuY4Q0!15i9937!24m107!1m28!13m9!2b1!3b1!4b1!6i1!8b1!9b1!14b1!20b1!25b1!18m17!3b1!4b1!5b1!6b1!13b1!14b1!17b1!21b1!22b1!27m1!1b0!28b0!32b1!33m1!1b1!34b1!36e2!10m1!8e3!11m1!3e1!14m1!3b0!17b1!20m2!1e3!1e6!24b1!25b1!26b1!27b1!29b1!30m1!2b1!36b1!37b1!39m3!2m2!2i1!3i1!43b1!52b1!54m1!1b1!55b1!56m1!1b1!61m2!1m1!1e1!65m5!3m4!1m3!1m2!1i224!2i298!72m22!1m8!2b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!4b1!8m10!1m6!4m1!1e1!4m1!1e3!4m1!1e4!3sother_user_google_review_posts__and__hotel_and_vr_partner_review_posts!6m1!1e1!9b1!89b1!98m3!1b1!2b1!3b1!103b1!113b1!114m3!1b1!2m1!1b1!117b1!122m1!1b1!126b1!127b1!26m4!2m3!1i80!2i92!4i8!30m28!1m6!1m2!1i0!2i0!2m2!1i530!2i768!1m6!1m2!1i974!2i0!2m2!1i1024!2i768!1m6!1m2!1i0!2i0!2m2!1i1024!2i20!1m6!1m2!1i0!2i748!2m2!1i1024!2i768!34m19!2b1!3b1!4b1!6b1!8m6!1b1!3b1!4b1!5b1!6b1!7b1!9b1!12b1!14b1!20b1!23b1!25b1!26b1!31b1!37m1!1e81!42b1!49m10!3b1!6m2!1b1!2b1!7m2!1e3!2b1!8b1!9b1!10e2!50m3!2e2!3m1!3b1!61b1!67m5!7b1!10b1!14b1!15m1!1b0!69i761,"
訂位",,·,"$1,000-1,200",,,,,,,
https://www.google.com/maps/place/YAYOI%E5%BD%8C%E7%94%9F%E8%BB%92+%E5%A4%A9%E6%AF%8D%E5%BA%97/data=!4m7!3m6!1s0x3442ae84636b0e1b:0x36e1b1a827a7a8d2!8m2!3d25.111543!4d121.530421!16s%2Fg%2F11c3k6k4ql!19sChIJGw5rY4SuQjQR0qinJ6ix4TY?authuser=0&hl=zh-TW&rclk=1,YAYOI彌生軒 天母店,4.2,"(1,367)",日本菜,·,營業中,· 打烊時間：22:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyA-hh8VQzy4ncDocxjJ1lC3GBvFDs9kI1gY5Tk4kFEhESS8C4i4FsIdKTFCByzvZDVdEpxesWvum6XvvL5FWfvah5m6wwpfy-r7esYo4M7_BGeDlmr4ZU1jrCP2A7DkMTYeAcRwg=w163-h92-k-no,主打餐飲品項：,,生魚片,,,https://www.google.com/viewer/chooseprovider?mid=/g/11c3k6k4ql&g2lbs=AO8LyOIbtqXtWTs9zu8ge8rZaMzx78c-3dvY4x28CkoSVzWbruqYO3DYnI99jZSzARC7Az1W8cyhfb7OlufEJ5SBbF2wIlAbtQe2NxZdD5_6-0wHKp7iOpmx6A9ov6kdKP0f5I9mtcEd&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=5CVGaYHCEemqvr0P8Iiz2QM&ei=5CVGaYHCEemqvr0P8Iiz2QM&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp,"
線上點餐",,·,$400-600,,https://www.gstatic.com/local/justifications/menu_highlight_24pd_G650.png,,,,,
https://www.google.com/maps/place/%E8%93%AE%E6%B3%A2%E8%91%89%E6%96%99%E4%BA%AD/data=!4m7!3m6!1s0x3442ae8405d53343:0x1a543346b67a94e1!8m2!3d25.1133382!4d121.5309508!16s%2Fg%2F1tcwj7y9!19sChIJQzPVBYSuQjQR4ZR6tkYzVBo?authuser=0&hl=zh-TW&rclk=1,蓮波葉料亭,4.6,(193),日本菜,·,營業中,· 打烊時間：14:00 · 恢復營業時間：18:00,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzUF1KksXY--1IqjGaTml1O6hZKCpwFmKrBKD7y56idtUDejL5Fkg_eYRs8Kl0zRWsZcaWWkXjCEkyNw6xM8mL9MtVyHRnHB7SAiu-de0TWteuOvhBBwQ6e0vzaPgzeUHX2GTvo=w80-h106-k-no,主打餐飲品項：,,生魚片,,,,,,·,"超過 $2,000",,https://www.gstatic.com/local/justifications/menu_highlight_24pd_G650.png,,,,,
https://www.google.com/maps/place/%E9%87%91%E9%BE%8D%E5%B1%B1%E6%B5%B7%E6%97%AC%E5%91%B3/data=!4m7!3m6!1s0x3442af95350aa03b:0x54231f4b074b7b6a!8m2!3d25.1152053!4d121.5322222!16s%2Fg%2F11j46gk6bq!19sChIJO6AKNZWvQjQRantLB0sfI1Q?authuser=0&hl=zh-TW&rclk=1,金龍山海旬味,4.7,(305),日本菜,忠誠路二段154巷11號1樓,營業中,· 打烊時間：14:00 · 恢復營業時間：17:30,https://lh3.googleusercontent.com/p/AF1QipNq8054WRqJZwpRMgUXezF0IR8ClM65Wce-MFU8=w122-h92-k-no,內用,·,外帶,·,無外送服務,,,,,,,,,,,,
https://www.google.com/maps/place/%E6%BC%A2%E4%BE%86%E6%B5%B7%E6%B8%AF+%E5%8F%B0%E5%8C%97%E5%A4%A9%E6%AF%8DSOGO%E5%BA%97/data=!4m7!3m6!1s0x3442ae90b4635c4d:0x64fd63adf8787122!8m2!3d25.1046655!4d121.5245169!16s%2Fg%2F11csrgnpnv!19sChIJTVxjtJCuQjQRInF4-K1j_WQ?authuser=0&hl=zh-TW&rclk=1,漢來海港 台北天母SOGO店,4.3,"(9,723)",自助餐,·,營業中,· 打烊時間：14:00 · 恢復營業時間：14:30,https://lh3.googleusercontent.com/p/AF1QipPPsY4SgDsFKRujwZdovZU-boWskLGSCaQPCDe6=w191-h92-k-no,內用,·,外帶,·,無外送服務,"https://www.google.com/maps/reserve/v/dine/c/JE-97tuByPY?source=pa&opi=79508299&hl=zh-TW&gei=DSZGaZXiIby1vr0Pxq2GyAE&sourceurl=https://www.google.com/search?tbm%3Dmap%26authuser%3D0%26hl%3Dzh-TW%26gl%3Dtw%26pb%3D!4m12!1m3!1d14451.227162412208!2d121.52364895!3d25.108397250000003!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!7i20!8i20!10b1!12m50!1m5!18b1!30b1!31m1!1b1!34e1!2m4!5m1!6e2!20e3!39b1!6m22!49b1!63m0!66b1!74i150000!85b1!91b1!114b1!149b1!206b1!212b1!213b1!223b1!227b1!232b1!233b1!234b1!244b1!246b1!250b1!253b1!258b1!263b1!10b1!12b1!13b1!14b1!16b1!17m1!3e1!20m4!5e2!6b1!8b1!14b1!46m1!1b0!96b1!99b1!19m4!2m3!1i360!2i120!4i8!20m65!2m2!1i203!2i100!3m2!2i4!5b1!6m6!1m2!1i86!2i86!1m2!1i408!2i240!7m33!1m3!1e1!2b0!3e3!1m3!1e2!2b1!3e2!1m3!1e2!2b0!3e3!1m3!1e8!2b0!3e3!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e10!2b0!3e4!1m3!1e9!2b1!3e2!2b1!9b0!15m16!1m7!1m2!1m1!1e2!2m2!1i195!2i195!3i20!1m7!1m2!1m1!1e2!2m2!1i195!2i195!3i20!22m5!1s4yVGabrOMIH41e8PpvuY4Q0:62!2s1i:0,t:246204,p:4yVGabrOMIH41e8PpvuY4Q0:62!7e81!12e22!17s4yVGabrOMIH41e8PpvuY4Q0:63!24m107!1m28!13m9!2b1!3b1!4b1!6i1!8b1!9b1!14b1!20b1!25b1!18m17!3b1!4b1!5b1!6b1!13b1!14b1!17b1!21b1!22b1!27m1!1b0!28b0!32b1!33m1!1b1!34b1!36e2!10m1!8e3!11m1!3e1!14m1!3b0!17b1!20m2!1e3!1e6!24b1!25b1!26b1!27b1!29b1!30m1!2b1!36b1!37b1!39m3!2m2!2i1!3i1!43b1!52b1!54m1!1b1!55b1!56m1!1b1!61m2!1m1!1e1!65m5!3m4!1m3!1m2!1i224!2i298!72m22!1m8!2b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!4b1!8m10!1m6!4m1!1e1!4m1!1e3!4m1!1e4!3sother_user_google_review_posts__and__hotel_and_vr_partner_review_posts!6m1!1e1!9b1!89b1!98m3!1b1!2b1!3b1!103b1!113b1!114m3!1b1!2m1!1b1!117b1!122m1!1b1!126b1!127b1!26m4!2m3!1i80!2i92!4i8!30m28!1m6!1m2!1i0!2i0!2m2!1i530!2i768!1m6!1m2!1i974!2i0!2m2!1i1024!2i768!1m6!1m2!1i0!2i0!2m2!1i1024!2i20!1m6!1m2!1i0!2i748!2m2!1i1024!2i768!34m19!2b1!3b1!4b1!6b1!8m6!1b1!3b1!4b1!5b1!6b1!7b1!9b1!12b1!14b1!20b1!23b1!25b1!26b1!31b1!37m1!1e81!42b1!46m1!1e9!47m0!49m10!3b1!6m2!1b1!2b1!7m2!1e3!2b1!8b1!9b1!10e2!50m245!1m241!2m7!1u3!4z54ef5qWt5Lit!5e1!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCAcoAg!10m2!3m1!1e1!2m7!1u2!4z6KmV5YiG5pyA6auY!5e1!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCAgoAw!10m2!2m1!1e1!2m11!1u62!2e1!4s!5e3!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCAkoBA!10m5!64m4!2m3!1i1!2i200!3sTWD!2m11!1u62!2e1!4s!5e3!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCAooBQ!10m5!64m4!2m3!1i200!2i400!3sTWD!2m11!1u62!2e1!4s!5e3!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCAsoBg!10m5!64m4!2m3!1i400!2i600!3sTWD!2m11!1u62!2e1!4s!5e3!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCAwoBw!10m5!64m4!2m3!1i600!2i800!3sTWD!2m11!1u62!2e1!4s!5e3!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCA0oCA!10m5!64m4!2m3!1i800!2i1000!3sTWD!2m11!1u62!2e1!4s!5e3!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCA4oCQ!10m5!64m4!2m3!1i1000!2i1200!3sTWD!2m11!1u62!2e1!4s!5e3!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCA8oCg!10m5!64m4!2m3!1i1200!2i1400!3sTWD!2m11!1u62!2e1!4s!5e3!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCBAoCw!10m5!64m4!2m3!1i1400!2i1600!3sTWD!2m11!1u62!2e1!4s!5e3!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCBEoDA!10m5!64m4!2m3!1i1600!2i1800!3sTWD!2m11!1u62!2e1!4s!5e3!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCBIoDQ!10m5!64m4!2m3!1i1800!2i2000!3sTWD!2m10!1u62!2e1!4s!5e3!9s0ahUKEwiBxLr9qcuRAxVpla8BHXDELDsQ_KkBCBMoDg!10m4!64m3!2m2!1i2000!3sTWD!3m88!1u62!2m7!1m5!64m4!2m3!1i1!2i200!3sTWD!2s!2m7!1m5!64m4!2m3!1i200!2i400!3sTWD!2s!2m7!1m5!64m4!2m3!1i400!2i600!3sTWD!2s!2m7!1m5!64m4!2m3!1i600!2i800!3sTWD!2s!2m7!1m5!64m4!2m3!1i800!2i1000!3sTWD!2s!2m7!1m5!64m4!2m3!1i1000!2i1200!3sTWD!2s!2m7!1m5!64m4!2m3!1i1200!2i1400!3sTWD!2s!2m7!1m5!64m4!2m3!1i1400!2i1600!3sTWD!2s!2m7!1m5!64m4!2m3!1i1600!2i1800!3sTWD!2s!2m7!1m5!64m4!2m3!1i1800!2i2000!3sTWD!2s!2m6!1m4!64m3!2m2!1i2000!3sTWD!2s!3m1!1u2!3m1!1u3!4BIAE!2e2!3m1!3b1!59BQ2dBd0Fn!61b1!67m5!7b1!10b1!14b1!15m1!1b0!69i761%26q%3D%25E5%25A4%25A9%25E6%25AF%258D%25E7%2594%259F%25E9%25AD%259A%25E7%2589%2587%26ech%3D1%26psi%3D4yVGabrOMIH41e8PpvuY4Q0.1766204901541.1","
訂位",,·,"$1,000-1,200",,,,,,,
